,CAB,CUV,CorrAB,CorrUV,EA,EAB,EAsq,EB,EBsq,EU,EUV,EUsq,EV,EVsq,SA,SB,SU,SV,VA,VB,VU,VV
10000,0.7757459321463308,0.16691882040072575,0.447051388985182,0.4407227230464897,2.038391546866572,1.5215970745710288,13.253497667133416,0.3659018031011878,0.46482952468339245,0.2959539889656182,0.17744501404715174,1.0582196901099783,0.035566993650654355,0.1490483939034105,3.016364959482907,0.5752785370328812,0.9852060325258454,0.384426043428466,9.09845756879632,0.33094539517069205,0.970630926525317,0.1477833828660648
10000,0.7763750810878008,0.1423071347633072,0.3873569141740772,0.46142794387405767,1.9894226018600043,1.5327438352090224,13.282684476050822,0.3801951146096646,0.5753498154225941,0.3089689651447087,0.1520967692804133,1.1009664052997588,0.03168484741670095,0.09559747664423353,3.0536670066101497,0.6563546985049609,1.0027485147718578,0.3075606396930757,9.324882187259393,0.4308014902495381,1.0055045838771666,0.0945935470884139
10000,0.7843625245238347,0.19022588232156767,0.5645924600506385,0.4521622107665482,2.0425397797987643,1.559322388673482,13.112633282751457,0.3794099247486862,0.35982260284400025,0.29243438146926276,0.21548951883446107,1.1418666420330061,0.08639078751945183,0.175012952335114,2.990094401635352,0.46461888881770247,1.0277882926788453,0.4093282108124029,8.940664530691073,0.21587071184619655,1.0563487745676958,0.16754958416688293
10000,0.8456661301966004,0.15894638391588067,0.4845501741330026,0.4284693528981292,2.038505997553139,1.5787265635292642,13.156796528639488,0.35960670913530374,0.4677055049344906,0.29435300209783766,0.17980405847809772,1.0871037242298298,0.07085939132118768,0.14257150866426463,3.000214963395018,0.5817117152674233,1.0002299907450387,0.37087795206220525,9.00128982657937,0.33838851967936767,1.00046003438582,0.13755045532585541
10000,0.8389846809210697,0.18070096401086874,0.5279264678389735,0.4237204270980843,2.043391614323639,1.643856650129043,13.087103364517853,0.3938902183830217,0.43855147744755685,0.3132992533680406,0.2057970124786665,1.1224998704175926,0.08010248412024391,0.1839647176990863,2.985239366454504,0.5323551195487204,1.012098536831578,0.42136481786790453,8.911654075029688,0.2834019733097323,1.024343448256621,0.17754830973685237
10000,0.8404859271708318,0.1823976137950225,0.5493518089099606,0.384160741000592,2.040705808525138,1.6005138237962766,13.427383286044119,0.3724338380624953,0.39141127665597064,0.24865667183549847,0.20435209505676935,1.0228607100096756,0.08829234743506528,0.24236698272821333,3.0435017806953693,0.5026970389031645,0.980321666373527,0.48432576238789843,9.262903089095882,0.2527043129220097,0.9610305695613688,0.23457144411261904
10000,0.9660239480090782,0.1826209934551962,0.7088403509883486,0.44153493894999596,1.9539751185641476,1.690395864167681,12.889182851435475,0.37071706250328196,0.3421773633650658,0.27563562816098414,0.20842473964762037,1.1340528329846555,0.093615423973252,0.1704428554198237,3.0118373275241312,0.45248892023341697,1.0286291039402664,0.40209328247824777,9.0711640874677,0.20474622293400357,1.0580778334729553,0.16167900781413197
10000,0.765996313612172,0.1471132403402552,0.3944414580060579,0.629245708579261,2.034641041553857,1.5573959637360828,13.178817067166475,0.3889627870277886,0.5685122432654008,0.3004249330232997,0.16072848715321408,1.1307970747959302,0.04531996288038769,0.0545834164418802,3.0065017710274367,0.6459258421622223,1.0200695733203085,0.2291931879581077,9.039052899191113,0.417220193572976,1.040541934413876,0.05252951740640048
10000,0.8948301045130586,0.16830646029651494,0.5755008091716712,0.48674020179110217,2.0701613561107566,1.6530265043700663,13.041975423329655,0.36624990492598253,0.4102370415889781,0.2566649469250124,0.18375020972689118,1.0877912762120456,0.060170855488452475,0.12062235418082265,2.9591227387513563,0.5254503294610128,1.010897809490171,0.34205529133549506,8.756407382995327,0.2760980487306869,1.0219143812320262,0.11700182233061042
10000,0.8123988848124706,0.156753679625845,0.4617640516138132,0.429935882757652,2.0374029009063395,1.5447116406375558,13.441459829279422,0.3594344326786399,0.46235988403521167,0.299643238986307,0.182667282404518,1.048326799157499,0.08648152004476622,0.14616023427225486,3.04802382678644,0.5772060053743342,0.9790509325297095,0.3723992225596095,9.290449248657854,0.33316677264019595,0.9585407284872939,0.13868118096300155
10000,0.8452147198265895,0.18343818736243803,0.6469835570618832,0.466473118231175,1.9809998622714158,1.5583614808085315,12.69891716200789,0.35999334203095174,0.32409647214482384,0.24294238613569338,0.20598061500062134,1.1287318411334457,0.09278919169581402,0.15317373599949322,2.962187824512234,0.44102297654227723,1.0342682621796637,0.38021559923802534,8.774556707688522,0.19450126583821004,1.0697108381521414,0.1445639019039307
10000,0.8037580434994513,0.18617875963157487,0.5247182217549851,0.5527379242468901,2.073019207102261,1.5708608136932531,13.357877462029085,0.37004132309323123,0.39589953407140227,0.2814874245145652,0.21415787339118653,1.1489199670699457,0.09939738447592325,0.11594333051371354,3.010061266654584,0.5088899225518355,1.034255672892396,0.3256739020447586,9.060468829014198,0.2589689532748131,1.0696847969101027,0.10606349047305903
10000,0.8478723183758572,0.1580764271390281,0.5056799107045156,0.4820401306465005,2.000577178301375,1.5819916686331368,13.24070508522104,0.36695377625001024,0.4389627698112429,0.2599262887781517,0.17749280222961983,1.0983167103649143,0.07469954340464469,0.10991078081503378,3.039472987029289,0.5516409121041516,1.0152610672959597,0.3230027229454442,9.238396038880747,0.3043076959071003,1.0307550347669312,0.10433075903017137
10000,0.8328629050262784,0.14184050352046187,0.4536520268444347,0.3846086761362557,2.030027993886211,1.6251564363421511,13.30680593690693,0.39028699786505655,0.5192551965037376,0.2520778867856197,0.15226034951584164,1.0752358075285395,0.04133581937015107,0.13614410583956485,3.030807199566685,0.6057485087073834,1.0058292829910231,0.3666544093237705,9.185792280945254,0.366931255801219,1.0116925465222357,0.13443545587656308
10000,0.8624757336796919,0.187186914713586,0.5410845991558048,0.47033762755810604,2.0716233184892903,1.6739900248584307,13.40420967550749,0.3917286911843255,0.4322699789003157,0.30087752066467827,0.2041795413301974,1.1163714917407326,0.056476889928740476,0.15759064045431412,3.0187060972871986,0.5280327749328928,1.0128396760096874,0.3929389282805803,9.11258650179891,0.27881861140333103,1.0258442092994087,0.15440100135829105
10000,0.8063690981119861,0.1517455075465493,0.45068462388227576,0.5405268925347665,2.0045192689047173,1.4879153732953614,13.103371473542909,0.34000485091658744,0.4679613839636407,0.3580680214908523,0.19359695474485203,1.1697973930705146,0.11688127586498792,0.08932753081551179,3.0141788225207553,0.5935975785975123,1.0205805627465874,0.2750750773292346,9.085273974132607,0.3523580853168298,1.041584685056141,0.07566629816768437
10000,0.8996160226061877,0.17340676987390952,0.5289764853055146,0.44638034261688253,2.0071140045111355,1.654104994267525,12.920423700631803,0.3759073824235037,0.4665780204720972,0.28990884654228716,0.19302459886573703,1.06752634346235,0.06766895603844908,0.1580255192660786,2.981931768757809,0.5703259246357357,0.991705200227805,0.39172239105614715,8.891917073527075,0.3252716603116069,0.9834792041588707,0.15344643165474506
10000,0.8172060715967635,0.14533026872351207,0.4298468116045822,0.454682536939017,2.0581100470657696,1.5776670143976297,13.34147253709276,0.36949479153704584,0.533466095517118,0.29531074563355997,0.16393786757706058,1.105346633837033,0.06301023287732982,0.10431370345164138,3.0175578820065234,0.6300315028187979,1.0090283431848601,0.31677028586088385,9.105655571259696,0.39693969454411304,1.0181381973503838,0.10034341400438605
10000,0.7744592807190159,0.1810470996365307,0.493417368787527,0.4108409387637311,2.0333420782419322,1.4812229236071162,12.834781033625646,0.3475871819360479,0.4039782365123043,0.2778763639204816,0.2055346656252666,1.0805887264002585,0.08812396147425974,0.20130689092781448,2.9496272690759464,0.5321291078921178,1.0016853062587026,0.4399330157443263,8.700301026476426,0.28316138746606107,1.0033734527745906,0.19354105834189766
10000,0.7769985191035574,0.18846593003188125,0.48239904153263313,0.4471917818207138,2.0785848968752463,1.474603822434418,13.117281854584943,0.33561549705262284,0.40755790528813723,0.23587573372302595,0.21273245816474493,1.0570308523461052,0.10287844260129926,0.18795117486354343,2.965934368974989,0.5430655056494181,1.0006965027353345,0.421149855646983,8.796766681067066,0.29492014342625816,1.0013934905867292,0.1773672009114746
